creditscore,annualgrossrevenue,grossrevattimeofinv,naicscode,entitystructure,investeetype,bankedatintake,jobstimeofinvestment,business_age_years,original_note_amount,current_interest_rate,starting_interest_rate,loan_type,portfolio_code_id,loan_group_no,entity,risk_rating_no,loan_age_months,times_renewed,times_extended,current_principal_balance,current_payoff_balance,contractualjurisdiction,is_default
651,239438.83,298953.07,531210,3,3,1,20,10.9,389592.9,10.9455,10.6095,7,4,1,Sole Proprietor,3,41,0,1,253414.48,258516.59,AZ,0
636,922255.34,1151915.37,238210,5,1,1,15,15.8,161692.58,8.1164,7.4953,6,2,7,LLC,2,6.7,0,3,99407.25,94146.91,FL,0
589,368616.98,326034.01,541511,3,4,1,16,5.9,259207.37,11.2164,10.9302,3,1,8,Partnership,3,33.2,1,0,117880.67,122608.98,GA,0
621,850441.17,943737.61,531210,2,2,0,7,9.4,358762.28,8.0736,8.1573,7,2,1,Corp,8,40,0,2,301289.84,268840.71,IL,1
706,1541272.14,1477076.01,541511,6,5,0,18,5.2,100871.69,15.8678,16.5744,6,6,6,Partnership,4,18.1,2,0,61939.97,52858.22,CA,1
639,2066120.91,2171851.64,722511,1,5,1,21,24.5,226019.33,11.6056,10.7373,6,5,9,Sole Proprietor,3,26.2,0,0,214177.64,210280.38,NY,0
553,1058562.17,957577.13,445110,4,4,1,5,7,192651.47,11.0179,10.679,2,4,5,Partnership,5,23.7,1,1,175951.27,184118.7,WA,1
546,883541.19,1001597.71,236220,1,3,1,13,2.7,177350.6,15.3237,14.8904,6,6,6,Corp,9,17.4,1,3,129160.49,111273.21,GA,1
707,1433993.14,1584637.97,531210,1,5,1,7,15,574183.59,8.856,8.5421,4,4,8,Sole Proprietor,3,29.8,0,0,275474.66,285866.28,NY,0
603,480366.38,521225.3,531210,2,2,0,11,9.8,328039.55,13.3144,13.917,8,3,4,Partnership,6,45.6,0,1,228642.06,209429.78,AZ,1
555,454428.33,525285.15,236220,6,3,1,7,4.6,267885.23,8.5661,8.1791,2,2,3,LLC,7,40.1,1,1,203194.02,175691.54,AZ,1
616,1411727.22,1690889.7,621111,4,5,0,8,10.5,195862.76,14.708,16.6451,1,4,6,Corp,8,28.5,2,2,129776.78,110324.65,NY,1
740,556645.8,610548.42,531210,4,3,0,13,12,119922.95,13.2126,15.1792,8,1,8,Sole Proprietor,7,35.7,1,2,68301.35,62421.95,NC,1
694,1227835.65,1174311.35,621111,2,4,1,17,12.9,252841.38,6.0402,6.2407,7,1,6,Partnership,4,6.7,1,1,238875.3,205211.51,CA,0
574,452432.25,523932.96,445110,1,2,1,15,0.5,201733.34,14.1374,12.8444,6,5,7,Partnership,6,46.5,2,2,121893.3,126262.98,WA,1
576,1667827.47,1907076.96,621111,2,4,1,2,2.3,272245.78,5.6143,6.0848,6,4,2,LLC,6,32.7,2,3,172457.84,172276.81,FL,1
625,1049390.85,992774.75,445110,1,2,0,13,4.7,216375.88,8.9868,10.228,6,2,6,Corp,7,21.1,0,3,158695.04,147248.8,TX,0
637,530474.79,489822.42,541511,2,3,1,5,11.3,427011.23,7.4813,8.1361,6,5,9,Sole Proprietor,1,53.4,0,1,327908.04,334618.87,NY,0
620,1485999.93,1829781.04,238210,3,2,1,8,11.8,267680.77,11.0437,11.3498,8,2,6,Corp,6,18.8,1,3,193319.38,172922.73,GA,1
616,361826.71,381699.46,531210,4,1,1,21,5,123158.46,8.5494,9.1143,4,1,3,Sole Proprietor,5,7.8,0,1,109378.44,109649.42,WA,0
651,1200658.13,1192605.84,722511,5,2,0,24,12.4,129167.65,7.5397,7.8975,5,1,5,Sole Proprietor,5,22.5,0,0,97630.23,83302.53,IL,0
605,1970932.19,2451454.57,445110,4,4,0,7,5.5,126406.04,13.224,12.2418,1,2,9,Partnership,6,40.1,2,3,98945.63,91990.65,GA,1
654,1497541.36,1326263.83,541511,5,4,0,9,3,72283.1,5.5257,5.2149,4,6,4,Sole Proprietor,5,24.5,0,2,68384.48,62455.96,IL,0
657,829754.98,1016324.71,484110,1,5,1,11,11.4,271008.52,5.2239,5.1541,6,2,7,Sole Proprietor,4,32.1,1,1,230155.23,219878.15,OH,0
706,1194248.6,1054690.73,541511,4,5,1,26,13.4,310305.71,7.7854,7.4488,8,2,4,Partnership,6,10.5,0,0,146112.45,136979.56,FL,0
577,755099.1,839827.28,236220,4,2,0,19,10.9,161667.51,8.5211,9.0606,7,4,5,LLC,8,19.1,1,1,144904.42,142172.26,FL,1
685,1877083.62,1702035.55,445110,1,2,1,19,4,129027.32,3.5,3.4168,2,2,9,Partnership,4,23.3,2,0,80406.62,80484.13,GA,0
702,2331243.3,2247057.38,484110,2,1,1,18,7.3,173567.25,10.055,9.8184,6,2,7,Sole Proprietor,2,16,0,0,101199.52,94127.05,WA,0
620,627996.16,721203,531210,4,2,0,2,7.6,243314.22,7.068,7.5259,7,4,5,LLC,9,14,1,1,158266.95,165668.2,NY,1
700,1394207.75,1521554.99,541511,1,1,0,3,12.8,94743.9,11.2215,11.8096,2,2,1,Sole Proprietor,1,24.4,1,1,75046.72,69968.06,FL,0
586,1245800.28,1536496.72,722511,6,2,0,11,6.8,527453.84,12.1779,12.1729,4,1,9,Corp,4,14.6,1,0,241075.09,242518.13,OH,1
671,202397.93,208356.35,621111,5,2,0,10,12.9,102385.75,12.3059,11.9768,7,2,9,LLC,6,20.5,1,5,82805.47,86111.12,FL,1
618,371832.88,376890.44,236220,3,2,1,11,5.4,76409.89,12.397,12.2672,1,6,4,LLC,9,20.3,2,1,51424.67,53456.73,NC,1
779,1074704.78,1294799.2,445110,4,5,1,20,8.9,189800.49,9.4631,9.6294,5,1,7,Sole Proprietor,3,18.6,1,1,129678.28,110288.75,WA,0
639,368236.36,437702.56,621111,4,5,0,9,2.6,91263.71,8.3522,9.0056,2,1,5,Sole Proprietor,9,23.3,1,3,51244.08,47441.05,TX,1
700,1099061.54,1172347.58,236220,3,4,1,22,9.8,105329.34,9.0383,8.2753,3,1,5,Sole Proprietor,1,22.2,0,2,85455.57,80942.42,CA,0
575,1389462.56,1545404.68,236220,1,4,0,18,10.7,292438.18,13.835,15.1958,4,1,3,Sole Proprietor,6,22.7,1,2,159158.82,151029.7,OH,1
685,284492.2,248947.68,541511,6,1,1,11,14.1,102223.5,11.2875,11.6849,6,6,8,Sole Proprietor,4,38.9,0,2,53329.07,49454.12,IL,1
556,807565.57,821326.74,236220,3,4,0,12,3.9,148728.12,14.774,14.0432,4,3,7,Sole Proprietor,7,26.3,1,2,119279.74,101488.27,TX,1
643,2039277.44,2249434.75,722511,5,2,0,12,11.6,165089.09,12.2056,11.7259,4,4,7,Corp,3,31.8,1,0,146881.09,138719.9,FL,0
705,619944.2,556048.67,621111,6,1,1,27,15,643336.78,3.6674,3.5735,8,3,7,LLC,5,31.6,1,1,379873.43,377905.07,NY,0
704,824833.03,714458.19,531210,3,2,0,15,5.4,99988.03,14.9499,14.6518,4,1,7,Sole Proprietor,6,18.5,2,0,53232.8,54084.24,IL,1
678,795042.87,698345.58,531210,3,4,0,18,12.5,210374.7,7.2726,7.2093,1,1,9,LLC,5,10.9,0,3,140359.87,145173.32,AZ,0
587,273078.95,280060.1,541511,1,2,1,3,3.9,223924.29,8.9455,10.0551,7,4,2,Corp,7,23,4,4,153778.82,138923.04,AZ,1
685,1605516.1,1614472.86,722511,5,4,1,2,0.5,240164.55,15.9483,18.283,7,5,6,LLC,5,24,2,1,217075.22,208178.81,FL,0
652,576191.23,508545.7,484110,4,5,1,26,15.1,154726.04,10.3848,11.7907,7,4,9,LLC,4,32.1,2,1,82061.43,85574.81,AZ,0
709,655872.13,619750.79,238210,5,5,1,5,3.4,109742.43,14.9719,13.6359,3,6,8,Corp,7,22.9,0,3,81780.69,83696.28,CA,1
559,278801.78,248460.49,722511,3,4,0,8,3.3,187194.07,19.6063,18.3203,4,1,1,Corp,7,15.7,1,0,95719.2,83321.08,TX,1
563,999127.36,993358.45,722511,5,1,1,13,14.2,187699.79,17.5259,16.5912,2,5,5,Sole Proprietor,5,25.3,1,1,93203.21,94963.04,CA,1
646,368785.78,407607.97,445110,4,4,0,11,2.3,110692.83,11.3981,12.122,1,3,8,LLC,7,9.3,1,2,101363.38,105091.95,FL,1
735,1910489.34,2338379.86,236220,5,3,0,23,13.3,155266.04,10.6809,12.2087,8,6,5,Sole Proprietor,1,21.2,0,0,121589.03,116556.45,GA,0
647,1603284.2,1645001.72,541511,1,5,0,10,4.4,139404.2,18.7803,20.0362,1,1,6,Partnership,8,23,2,2,91958.05,90065.03,GA,1
591,706333.95,827906.83,445110,2,4,1,4,8.3,111501.46,14.5332,15.6473,8,3,1,Sole Proprietor,7,6.8,2,4,90574.38,91035.51,WA,1
565,452044.98,553366.11,236220,3,2,1,16,0.5,88301.95,16.7854,17.325,4,2,3,Partnership,7,23.3,0,2,67661.74,64437.01,OH,1
544,1244624.98,1136223.29,621111,2,4,1,0,2,45894.19,10.4609,11.9341,8,1,3,Partnership,5,4,2,0,23282.24,20401,NC,1
690,1758196.54,2142169.17,531210,6,2,0,18,13.9,88100.97,7.7919,7.3082,6,4,5,Partnership,6,33.9,0,0,42715.04,43461.86,FL,0
603,755463.28,876708.43,541511,1,5,0,23,11.5,185382.16,12.9827,12.9245,6,2,9,LLC,4,30.6,1,2,164049.9,141016.45,AZ,0
700,1712340.59,1525738.56,621111,6,5,1,21,17.6,175434.52,7.7702,7.7089,3,4,7,LLC,2,10.4,1,1,96759.67,83238.02,FL,0
597,307833.02,291247.62,484110,1,5,0,14,13.6,110103.41,12.718,12.2419,4,4,8,Partnership,3,50.3,1,1,62014.85,64381.76,AZ,1
564,299511.72,256476.39,236220,6,2,0,8,10.9,148631.34,16.517,17.4885,7,4,5,Corp,5,30.3,2,1,130878.25,124992.6,IL,1
595,684581.2,606857.79,238210,4,4,0,7,11,290566.85,15.0619,15.9598,4,4,3,Partnership,5,41.1,3,1,244872.48,234203.12,NY,1
689,1412950.33,1479334.48,445110,3,1,1,24,5.6,306512.87,9.971,9.212,1,2,9,Sole Proprietor,4,49.1,1,1,166580.42,166849.69,CA,0
783,3520442.11,4189755.55,238210,5,1,0,13,8.9,193115.98,10.1421,10.4588,7,1,2,Corp,3,25.1,0,2,139047.42,130538.23,NC,0
686,4238059.61,5221376.05,621111,6,2,1,7,10.8,134043.58,8.6399,7.8454,3,2,7,Corp,4,25.7,1,1,103708.16,104559.3,NY,0
618,836581.08,1008700.37,445110,2,1,1,25,12.3,68887.64,8.8628,8.4387,1,1,9,Sole Proprietor,3,43,0,0,34423.25,33967.64,NY,0
699,692307.83,650133.81,722511,1,3,1,12,12.3,144218.21,12.0248,13.0904,6,4,7,Partnership,4,38.8,2,3,136909.91,118906.08,IL,0
535,366817.96,457901.62,722511,6,5,1,9,1.6,94192.16,14.9344,14.4822,7,2,9,Partnership,5,43.7,2,1,81699.83,70687.53,OH,1
540,422742.39,373072.64,238210,3,2,1,12,14.5,113922.54,12.7596,14.3015,2,1,5,Partnership,4,9.5,1,0,72657.5,70807.84,AZ,1
670,209848.74,204876.54,445110,1,3,1,13,3.7,142677.21,8.0218,8.1125,8,1,7,LLC,4,38.3,3,1,101664.16,99687.55,NC,1
592,628736.88,728100.58,621111,6,2,0,14,9.7,318707.5,11.3012,10.6915,7,1,1,Sole Proprietor,5,22.7,1,3,165928.6,150202.88,TX,1
598,2457838.98,2138140.01,236220,6,4,1,21,8.3,166886.38,9.1315,10.1286,6,4,9,Corp,3,22.6,0,1,91101.02,82471.21,WA,0
658,2672175.21,3263652.77,236220,4,3,1,5,16.2,200066.15,3.5,3.9642,6,1,2,Corp,4,38.5,0,3,134834.43,128850.34,TX,0
663,1528142.15,1465213.08,722511,5,5,0,7,12.7,257684.34,7.9953,8.9046,5,6,1,Corp,4,25,1,2,243952.07,217218.57,OH,0
592,457565.21,427812.15,621111,5,4,0,12,3.7,76081.58,11.4724,12.8394,7,4,5,Partnership,5,34.8,1,3,50447.36,50328.11,IL,1
588,883072.15,751665,541511,5,1,0,20,13.3,86791.09,5.9402,6.4069,3,6,3,Partnership,4,26,0,2,63894.57,61856,WA,0
551,1443088.35,1250923.88,236220,4,3,0,1,9.4,113036,14.3531,13.3658,6,4,8,Sole Proprietor,4,29.3,1,1,77558.26,78081.35,IL,1
713,1860189.92,1847553.96,541511,5,3,0,20,15.2,160108.06,9.163,10.4887,2,6,1,Partnership,5,48,1,1,136834.36,139721.07,OH,0
671,1750234.55,1717890.2,722511,4,3,1,33,11.9,189154.38,11.1689,11.1096,1,3,6,Sole Proprietor,4,19.5,2,2,107541.07,103460,CA,0
732,1905608.83,2078676.06,722511,2,1,0,2,19,203263.72,7.0473,8.0002,4,5,3,LLC,5,26.2,1,0,133800.39,134056.22,WA,0
699,1011237.26,1035636.45,541511,5,2,1,2,10.4,106487.83,7.4506,8.3624,3,2,9,Partnership,5,32.7,0,0,69664.84,67737.81,FL,0
500,791238.67,874410.52,484110,3,2,1,10,13.2,209664.99,12.1033,12.9865,2,2,7,Partnership,6,15,0,2,121578.67,106629.88,AZ,1
741,726467.86,870701.19,541511,5,4,1,22,9.3,167221.92,9.9201,10.3845,7,3,5,Partnership,1,6.5,0,2,89517.95,76479.82,OH,0
707,1934418.45,2394435.73,445110,5,4,1,40,14.7,134228.12,7.9762,7.2512,2,1,2,Sole Proprietor,3,25.3,1,1,95886.41,98095.43,NY,0
525,261583.61,317417.87,621111,5,4,0,1,11,106733.25,9.3941,9.4586,6,1,5,LLC,4,19.3,1,2,56171.87,53574.16,AZ,1
587,1067228.28,1331308.27,621111,5,1,1,26,8.4,260643.57,8.8704,8.2568,6,2,8,Sole Proprietor,3,39.9,2,1,211297.27,199473.51,FL,0
639,797148.38,774003.91,238210,5,3,1,8,5.2,100630.37,8.4897,9.537,4,3,8,LLC,6,28.2,1,0,52266.59,52298.28,IL,0
713,465980.41,526166.54,621111,6,5,0,24,18.8,125678.64,7.121,6.6951,3,4,1,LLC,5,8.4,1,0,88165.25,77393.06,WA,0
666,2412440.52,2777438.27,621111,5,4,0,19,15.3,299726.29,5.9393,6.262,1,1,3,Corp,5,19.5,1,0,135519.13,133957.12,GA,0
585,626351.87,588887.14,236220,3,4,0,13,4.2,32568.63,11.7588,12.0838,2,6,6,Sole Proprietor,5,34.4,1,3,15416.44,15870.92,IL,1
596,3983787.1,3524032.88,531210,4,5,0,10,10.9,200436.72,8.7297,7.9465,7,3,2,Partnership,6,45,1,2,94208.39,97372.71,TX,1
599,1666559.77,1565173.82,445110,4,5,1,8,8.8,197567.93,12.5088,13.9481,7,3,6,Corp,5,22.4,2,1,113204.37,118180.02,AZ,1
631,318913.12,273013.88,531210,1,4,0,22,3,199023.15,12.964,14.161,2,1,9,Corp,7,36.6,1,0,126679.7,112068.69,AZ,1
587,331629.5,359213.74,722511,3,2,1,17,4.9,81211.89,12.2271,13.5537,3,4,4,Partnership,5,39,0,1,52995.56,51498.99,AZ,1
612,1177733.39,1466347.54,484110,1,1,1,6,9.3,171428.01,12.8075,14.2249,4,4,3,LLC,7,11.1,0,2,115280,110599.35,IL,1
720,1337155.87,1472881.47,445110,5,5,0,27,11.1,97944.56,7.1378,7.4453,3,6,7,Sole Proprietor,4,39.5,1,3,82858.85,70475.55,AZ,0
723,976745.31,840161.49,621111,3,3,0,24,14.7,310488.88,8.0637,9.1092,6,2,4,LLC,2,15,0,1,236114.04,225958.15,NY,0
682,1159698.69,1332572.56,445110,6,2,0,2,0.5,190700.31,9.6023,9.7448,8,5,7,Sole Proprietor,6,16.1,1,1,94269,90026.31,CA,1
731,921557.26,1116836.58,236220,3,3,1,16,10.2,111936.37,13.7837,14.532,7,2,1,LLC,4,32.2,1,1,95293.5,89812.57,IL,0
653,318646.73,370183.59,621111,3,2,0,13,9.9,238047.98,13.5534,13.1254,2,5,1,LLC,6,33.2,2,2,162231.53,150000.26,AZ,1
581,673677.39,739304.41,621111,1,5,1,13,16.1,137786.65,13.5522,14.0636,2,2,1,LLC,7,34.5,3,2,120813.69,112283.15,WA,1
554,1041029.04,1166431.62,445110,2,4,0,14,3.8,151210.12,8.9087,8.7649,4,1,3,Sole Proprietor,6,25.2,2,4,104323.22,100646.47,CA,1
700,2204698.47,2147349.29,531210,5,3,0,15,9.5,432200.31,7.6034,7.1198,2,3,4,Partnership,5,31,1,1,369201.9,367038.63,TX,0
680,4119759.4,4736764.91,531210,2,2,1,6,18.9,443085.65,10.808,10.0347,5,3,2,Sole Proprietor,1,28.7,1,2,391007.31,371663.05,NC,0
517,508600.46,542151.01,445110,4,3,0,10,7.9,273720.14,11.1191,11.9465,6,3,7,Corp,6,30.5,0,3,233594.4,230871.53,FL,1
500,607045.09,675257.52,621111,1,5,1,3,12,101108.64,11.0988,11.5397,2,2,4,LLC,4,29.7,2,1,79172.36,69711.99,IL,1
675,591305.3,592803.2,621111,2,4,1,8,13.6,90029.17,10.6489,10.7945,3,1,3,Corp,8,50.3,0,2,73176.97,62210.52,IL,1
693,295311.58,311864.78,531210,3,5,0,6,4.1,164166.52,15.1945,14.056,4,1,8,Sole Proprietor,3,24.5,2,4,104889.08,100283.22,OH,1
551,932427.8,1077449.55,238210,3,5,1,17,9.9,146530.24,13.9629,15.15,6,4,7,Corp,8,22.2,2,1,101795.31,93455.54,GA,1
566,542528.45,575525.51,722511,2,1,0,7,11.3,227126.15,6.8488,7.3318,8,1,8,Corp,6,38.6,1,2,104191.84,103960.21,IL,1
574,967212.23,849166.05,621111,2,1,1,13,9.8,121425.71,8.9256,9.4402,4,4,5,LLC,6,41,0,2,73498.27,76923.86,WA,1
654,1581416,1567674.77,621111,4,2,0,19,4.6,357621.12,13.1307,14.7053,7,6,9,LLC,1,3.1,1,2,284507.47,286507.06,AZ,0
755,729667.51,819483.36,445110,4,5,0,20,16.1,238112.48,8.7801,9.4109,4,4,7,Sole Proprietor,3,34.1,0,0,116352.39,121678.01,CA,0
686,2583936.28,2929266.15,236220,2,1,0,6,4.3,94050.11,6.9108,7.4288,3,6,9,Partnership,1,2.7,2,0,67515.45,65103,NC,0
606,1833935.32,2092517.26,484110,1,3,1,19,12.3,115382.84,12.2133,12.5849,3,1,5,Corp,2,8.4,0,0,54006.01,49864.05,CA,0
526,890182.27,991865.23,621111,2,1,0,20,4.8,225784.56,12.8115,13.8347,6,1,3,Partnership,5,24.4,1,0,150236.7,128804.3,GA,1
576,787187.44,835808.58,621111,4,3,1,16,5.6,118932.78,10.4768,11.2122,4,5,4,Partnership,3,39.5,1,2,62667.68,62791.31,TX,1
606,497562.11,516179.89,541511,1,1,1,12,4.2,68670.26,10.9597,10.2686,8,1,4,Sole Proprietor,9,39.1,0,2,57501.13,52684.83,FL,1
655,462158.32,531699.31,484110,5,3,1,9,6.5,307617.43,8.9865,9.2307,4,4,4,LLC,4,35.9,3,1,192156.56,188447.22,TX,1
718,2320289.32,2219456.78,531210,5,1,0,24,10.3,273800.07,4.1695,4.4617,6,2,4,Sole Proprietor,3,1,2,2,204084.03,184987.83,FL,0
719,853486.28,868896.65,541511,5,3,1,18,10.9,255095.7,8.2656,9.3595,3,2,9,Partnership,7,7.9,0,2,125466.99,117490.07,CA,0
636,1090033.37,1185899.02,531210,2,5,1,8,11.9,212270.19,12.8788,13.6497,2,4,2,Partnership,8,46.8,2,3,113606.53,107268.35,AZ,1
686,1118102.31,1307600.27,531210,4,1,1,13,15.3,203564.14,10.377,10.6368,3,3,8,Corp,4,27.2,0,0,148888.25,135803.56,FL,0
570,1026268.55,1164265.87,236220,4,1,0,12,8.7,168801.35,7.7461,8.1962,4,1,2,Sole Proprietor,4,26.8,2,2,91717.55,95160.73,GA,1
681,2256635.55,2018748.88,722511,3,5,1,22,16.9,169722.55,10.2998,11.2974,4,4,6,Sole Proprietor,2,29.6,0,1,125546.6,128204.94,NC,0
605,743276.58,702687.9,445110,1,1,0,4,6.2,110897.33,20.2763,20.6309,6,5,8,Partnership,6,27.2,1,4,75793.21,71593.07,IL,1
801,2404888.78,2601882.18,722511,5,1,1,25,14.5,184081.06,5.9839,6.6444,8,3,5,Corp,5,3.2,1,0,157302.47,149598.02,NC,0
800,1063010.86,1151837.37,722511,5,5,0,23,17.6,165433.19,13.9368,14.0192,1,1,3,Sole Proprietor,3,40.8,0,2,148004.91,148829.86,FL,0
647,947943.68,1124550.36,541511,2,3,0,5,14.3,153061.75,12.1103,10.9324,2,6,6,Sole Proprietor,5,32.9,0,0,128334.23,128241.41,NY,0
724,469609.1,583944.76,541511,2,4,1,13,2.5,242831.31,13.7156,14.6321,5,2,2,Corp,6,18.4,3,4,134537.2,131218.17,WA,1
691,1138288.44,1019578.67,722511,5,2,1,25,3.9,183257.86,14.6092,15.1251,1,1,6,Sole Proprietor,4,29,1,0,103288.21,91532.07,CA,0
566,216628.91,233347.44,541511,4,3,0,3,10.1,88023.19,13.518,13.2557,8,5,6,Corp,9,50.2,1,3,50488.06,48544.55,CA,1
694,1009329.87,952304.5,621111,3,2,0,13,14.1,195464.91,9.1567,9.1254,4,2,8,LLC,3,22.1,0,2,167522.67,152151.3,NC,0
691,5611721.94,5373215.48,722511,3,4,0,12,16.9,187200.94,12.7939,12.5066,6,6,1,Corp,4,7,1,0,117410.01,110633.54,FL,0
610,269279.95,286117.64,531210,3,1,1,11,7.7,83091.68,12.0984,13.2691,1,5,2,LLC,6,34.2,0,1,56349.08,55331.33,FL,1
719,874924.65,1036186.73,236220,6,3,1,30,7.5,132655.38,6.095,5.8401,7,4,3,LLC,5,32,0,0,74857.97,67379.73,IL,0
657,1881914.45,2194705.15,621111,5,4,1,16,4.3,129464.06,3.5,3.8844,3,4,9,Partnership,4,28.5,0,0,70884.33,73511.85,IL,0
629,608610.35,689009.58,621111,1,3,0,6,15.3,286656.63,12.6918,11.5595,3,1,6,Sole Proprietor,8,34.2,2,0,153123.62,159692.77,OH,1
694,881719.76,943356.64,238210,4,3,0,30,15.4,645002.27,3.5,3.4932,8,5,8,LLC,2,21.8,1,0,476713.96,466122.85,OH,0
716,620899.06,769129.91,621111,1,1,0,21,11.1,258800.87,5.6423,6.0168,1,1,5,Corp,6,19.1,0,0,163109.53,160456.62,IL,0
581,386979.04,378710.7,621111,1,5,1,13,10.9,99538.47,7.3598,6.6444,2,1,9,Sole Proprietor,7,5.9,0,5,72819.14,74740.21,NY,1
694,1161015.34,1376744.37,531210,4,3,0,25,7.7,177109.66,8.6909,9.7391,8,2,3,Partnership,1,30.3,0,0,144465.55,145906.27,OH,0
682,538935.25,657920.91,238210,4,1,1,25,17.5,120666.02,10.4278,11.8043,5,3,5,Corp,2,30,0,1,80832.32,74763.25,NY,0
675,906984.75,778844.69,238210,5,3,0,9,12.7,83095.82,12.2099,11.9297,7,1,6,Sole Proprietor,7,38,1,0,59070.41,50386.55,GA,1
579,386204.24,392233.06,621111,2,5,0,3,10.2,88651.31,12.5401,11.3796,1,5,4,Corp,5,43,3,4,54006.34,54537.91,CA,1
659,425977.18,514336.35,722511,3,2,1,11,12.2,238883.11,8.2236,9.1292,1,6,2,Corp,5,22.8,0,0,118435.35,101822.59,GA,0
696,383812.9,342573.07,445110,6,1,1,11,13.4,173118.66,9.9266,9.6875,7,1,7,Partnership,4,12.3,0,0,138488.21,126628.88,IL,1
636,470600.54,460540.82,236220,6,2,1,13,11.4,273139.87,11.0777,12.5013,8,1,3,LLC,5,35.3,1,2,153116.94,151067.52,TX,1
692,1027985.86,1002393.11,531210,6,5,0,24,8.2,106122.88,6.9383,7.1484,7,2,1,Corp,8,13.5,1,0,84950.24,75728.42,IL,0
607,1022392.27,949161.4,621111,5,5,0,22,2.5,64617.77,16.6769,18.1655,3,3,9,LLC,6,40.3,1,0,38607.72,33049.57,AZ,1
657,648157.55,688693,531210,5,3,0,15,15.2,131268.54,9.0721,9.0329,8,3,7,Sole Proprietor,4,22.7,1,1,68741.04,71599.57,NY,1
608,815090.02,709767.96,722511,6,4,0,21,2.4,102664.43,12.686,14.0928,1,5,9,LLC,6,42.3,1,2,67566.67,58097.25,OH,1
645,275419.52,312476.13,484110,2,2,1,3,12.1,107931.33,9.0548,8.5335,2,2,3,LLC,7,38.2,0,1,89268.21,78621,OH,1
563,890194.31,982363.92,531210,4,2,0,11,0.5,115940.37,8.497,8.0255,6,6,7,LLC,7,40.1,1,3,94448.7,92423.91,OH,1
509,976953.22,880081.01,722511,5,3,0,7,6.7,259654.85,8.866,9.7299,8,3,6,Partnership,6,20.7,1,1,131811.91,137819.76,NC,1
597,971957.75,1111606.72,621111,6,1,1,5,9.6,116806.93,9.8208,11.2748,7,4,7,Sole Proprietor,5,20.5,2,0,61504.71,56354.02,NC,1
574,584544.24,577332.44,484110,5,5,0,0,6.2,264072.55,12.0845,13.2059,6,2,4,Partnership,6,50.2,1,0,244278.75,229071.18,CA,1
677,1071416.69,935979.24,621111,2,2,1,0,11.9,103575.94,15.2856,14.444,4,6,4,LLC,9,32.2,0,1,47147.67,45805.8,CA,1
630,1853454.72,2230599.38,621111,5,4,0,2,10.1,216371.82,8.1527,8.6838,6,5,9,LLC,1,16,0,2,198176.52,203514.63,AZ,0
595,691260.04,748458.77,621111,6,2,0,24,3.2,113679.71,10.3875,11.0227,1,2,9,Partnership,1,20,3,0,68111.61,66850.95,AZ,0
587,876773.47,879631.35,238210,6,4,0,11,11,301777.88,7.0296,7.1765,1,4,8,Corp,5,51.5,0,0,181372.95,154566.63,AZ,1
517,1485937.35,1598956.63,541511,4,4,0,5,9.6,76098.85,20.9786,21.2553,3,6,1,Corp,5,24.2,1,0,44281.39,39165.71,WA,1
697,861088.95,1073635.39,621111,3,1,1,6,14.6,115440.62,8.8795,8.4884,4,6,6,Corp,4,13.2,0,0,70170.77,73207.86,NY,0
739,486206.68,451386.12,236220,5,5,0,16,9.7,194604.59,6.0462,5.6623,3,2,3,Corp,2,56.9,0,3,143739.96,136654.93,FL,0
542,462363.24,496269.06,621111,1,4,1,6,10.1,154512.24,12.5688,13.26,7,1,7,Sole Proprietor,5,44.5,0,1,141877.07,134496.28,IL,1
588,453906.55,509850.64,238210,1,3,0,22,6.8,497457.96,12.3789,12.4535,5,6,3,Sole Proprietor,5,10.9,1,1,395115.46,388521.62,AZ,1
629,1300193.9,1136107.55,531210,5,1,1,6,13.8,60441.46,13.6563,13.1164,1,4,5,Corp,7,26.4,1,1,49066.71,49272.22,TX,1
627,1352732.23,1289879.05,531210,4,4,1,16,8.7,106902.19,8.02,8.1729,3,4,3,Corp,5,31.9,2,2,65701.16,56620.35,GA,0
614,242162.57,234347.79,722511,3,2,1,8,9.8,177247.8,14.9489,15.344,4,4,9,Partnership,4,27.7,1,1,135025.17,124425.38,NY,1
632,330870.15,389541.09,531210,5,2,1,18,9.7,227063.35,12.1924,11.4392,4,5,9,Partnership,8,1,2,2,147642.41,141201.83,FL,1
565,970288.23,1206739.74,722511,5,2,0,9,4,597400.02,18.6272,18.9572,3,5,7,Partnership,2,42.2,2,2,313275.2,324956.44,GA,1
584,558192.66,632859.69,445110,5,4,0,3,12.4,207512.88,11.0216,10.5328,1,3,1,Partnership,4,30.4,0,1,195636.85,193338.71,AZ,1
599,1261410.72,1522705.08,236220,3,5,1,30,11.7,108467.94,19.0819,21.2496,2,2,9,Sole Proprietor,6,15.7,2,0,51353.38,49962.02,CA,1
601,369488.3,405114.94,445110,4,3,1,12,16.2,184892.51,9.9941,11.0406,3,5,8,LLC,4,48.1,0,0,171790.74,154687.4,NC,1
598,839575.36,776758.16,722511,1,4,1,19,14.8,283209.57,3.5,3.9094,7,1,5,Partnership,5,22.3,2,1,164985.5,145442.55,FL,0
721,1153050.54,1022270.5,236220,2,4,1,20,19.9,314417.18,9.1745,9.9771,8,4,1,Sole Proprietor,3,7.5,1,0,226313.77,196569.97,OH,0
